isin,name,full_name,issuer_name,sources
RU000A106S29,ГазпКап2P4,Газпром капитал БО-002Р-04,Газпром капитал,corpbonds
RU000A106S37,ГазпКап2P5,Газпром капитал БО-002Р-05,Газпром капитал,corpbonds
RU000A106S52,ГазпКап2P6,Газпром капитал БО-002Р-06,Газпром капитал,corpbonds
RU000A106SM8,ГазпКап2P7,Газпром капитал БО-002Р-07,Газпром капитал,corpbonds
RU000A106SQ9,ГазпКап2P8,Газпром капитал БО-002Р-08,Газпром капитал,corpbonds
RU000A106MS8,ГазК 2Б-01,Газпром капитал ООО 002Б-01,Газпром капитал,corpbonds
RU000A106AT1,ГазпромКP6,Газпром капитал ООО БО-001Р-06,Газпром капитал,"corpbonds,tbank"
RU000A105JH9,ГазКЗ-27Д2,Газпром капитал ООО ЗО27-2-Д,Газпром капитал,"corpbonds,tbank"
RU000A105JT4,ГазКЗ-31Д,Газпром капитал ООО ЗО31-1-Д,Газпром капитал,"corpbonds,tbank"
RU000A105GE2,ГазпромКP7,Газпром капитал ООО БО-001Р-07,Газпром капитал,"corpbonds,tbank"
RU000A105BY1,ГазКЗ-28Е,Газпром капитал ООО ЗО28-1-Е,Газпром капитал,"corpbonds,tbank"
RU000A105A95,ГазКЗ-34Д,Газпром капитал ООО ЗО34-1-Д,Газпром капитал,"corpbonds,tbank"
RU000A1056U0,ГазКЗ-27Д,Газпром капитал ООО ЗО27-1-Д,Газпром капитал,"corpbonds,tbank"
RU000A103QN7,ГазпромК 3,Газпром капитал ООО 001Б-03,Газпром капитал,corpbonds
RU000A1039A8,ГазпромК 2,Газпром капитал ООО 001Б-02,Газпром капитал,"corpbonds,tbank"
RU000A1033B9,Якут-35015,Республика Саха (Якутия) 35015,Минфин Саха (Якутия),"corpbonds,tbank"
RU000A1010D3,Якут-13 об,Республика Саха (Якутия) об.13,Минфин Саха (Якутия),corpbonds
RU000A101P27,Якут-35014,Республика Саха (Якутия) 35014,Минфин Саха (Якутия),corpbonds
RU000A100CN3,Якут-12 об,Республика Саха (Якутия) об.12,Минфин Саха (Якутия),corpbonds
RU000A109L72,Якут-35016,Республика Саха (Якутия) 35016,Минфин Саха (Якутия),"corpbonds,tbank"
RU000A10BP38,Якут-34005,Республика Саха (Якутия) 34005,Минфин Саха (Якутия),"corpbonds,tbank"
RU000A1011B5,КраснодКр3,Краснодарский край 35003 обл.,Минфин КраснодарскогоКрая,corpbonds
RU000A1020L5,СамарОбл15,Самарская область 35015,МинУправлФинансСамарскОбл,"corpbonds,tbank"
RU000A0ZZ9P8,СамарОбл14,Самарская область 35014 обл.,МинУправлФинансСамарскОбл,corpbonds
RU000A0ZZQQ0,ХабарКрай7,Хабаровский край 07,Минфин Хабаровского Края,corpbonds
RU000A0ZZR33,ЛипецкОб10,Липецкая область 10,УправлениеФинансЛипецкОбл,corpbonds
RU000A0ZZXZ7,КировОбл01,Кировская область 35001,Минфин Кировской Обл,corpbonds
RU000A0ZZZV1,Карелия 19,Республика Карелия 35019,Минфин Карелии,corpbonds
XS1634369224,BLR-27,Republic of Belarus 29/6/27,Минфин Беларусь,"corpbonds,tbank"
XS1760804184,BLR-30,Republic of Belarus 28/02/30,Минфин Беларусь,corpbonds
XS2120882183,BLR-31,Republic of Belarus 24/02/31,Минфин Беларусь,corpbonds
BYM000001818,РесБел 331,РесБел 331 29.06.2027,Минфин Беларусь,"corpbonds,tbank"
BYM000001917,РесБел 334,РесБел 334 24.02.2026,Минфин Беларусь,"corpbonds,tbank"
BYM000001925,РесБел 335,РесБел 335 24.02.2031,Минфин Беларусь,"corpbonds,tbank"
BYM000001941,РесБел 336,РесБел 336 28.02.2030,Минфин Беларусь,"corpbonds,tbank"
RU000A10ABC2,Новосиб 26,Новосибирская область 34026,Минфин Новосибирской Обл,"corpbonds,tbank"
RU000A1099S4,Новосиб 24,Новосибирская область 34024,Минфин Новосибирской Обл,"corpbonds,tbank"
RU000A107B19,Новосиб 23,Новосибирская область 35023,Минфин Новосибирской Обл,"corpbonds,tbank"
RU000A102895,Новосиб 21,Новосибирская область 34021,Минфин Новосибирской Обл,"corpbonds,tbank"
RU000A1043E2,Новосиб 22,Новосибирская область 35022,Минфин Новосибирской Обл,"corpbonds,tbank"
RU000A1043K9,НижгорОб16,Нижегородская область 35016,Минфин НижегородскОбл,"corpbonds,tbank"
RU000A102DS6,НижгорОб15,Нижегородская область 35015,Минфин НижегородскОбл,"corpbonds,tbank"
RU000A1018M7,СОПФ ФПФ 1,СОПФ ФПФ 01,СОПФ ФПФ,corpbonds
RU000A102CR0,МосОб35015,МЭФ Московской области 35015,МЭФ Московской Обл,"corpbonds,tbank"
RU000A102G35,МосОб35016,МЭФ Московской области 35016,МЭФ Московской Обл,corpbonds
RU000A101D96,sРуСол клВ,СФО РуСол 1 класс В,СФО РуСол 1,corpbonds
RU000A101DA6,sРуСол клА,СФО РуСол 1 класс А,СФО РуСол 1,corpbonds
RU000A101DB4,sРуСол клБ,СФО РуСол 1 класс Б,СФО РуСол 1,corpbonds
RU000A101RT6,Казахст05,Республика Казахстан 05,Минфин Казахстана,"corpbonds,tbank"
RU000A101RV2,Казахст07,Республика Казахстан 07,Минфин Казахстана,"corpbonds,tbank"
RU000A101RW0,Казахст08,Республика Казахстан 08,Минфин Казахстана,"corpbonds,tbank"
RU000A101RZ3,Казахст11,Республика Казахстан 11,Минфин Казахстана,"corpbonds,tbank"
RU000A101S08,Казахст12,Республика Казахстан 12,Минфин Казахстана,"corpbonds,tbank"
RU000A101S16,Казахст13,Республика Казахстан 13,Минфин Казахстана,"corpbonds,tbank"
RU000A101UU8,sСоц.раз01,СФО Социального развия 01,СФО Социального развития,corpbonds
RU000A101UW4,sСоц.раз02,СФО Социального развия 02,СФО Социального развития,corpbonds
RU000A101ZU7,ИА Абс5 01,ИА Абсолют 5 01,ИА Абсолют 5,corpbonds
RU000A103DN5,Башкорт21,Республика Башкортостан 34012,Минфин Башкортостана,corpbonds
RU000A106FT0,Башкорт23,Республика Башкортостан 34013,Минфин Башкортостана,"corpbonds,tbank"
RU000A10AC91,Башкорт24,Республика Башкортостан 34014,Минфин Башкортостана,"corpbonds,tbank"
RU000A10BV22,Башкорт25,Республика Башкортостан 34015,Минфин Башкортостана,"corpbonds,tbank"
RU000A10CSP4,Башкрт125,Республика Башкортостан 34016,Минфин Башкортостана,corpbonds
RU000A102DR8,ОмскОб20,Омская область 35004,Минфин Омской Обл,"corpbonds,tbank"
RU000A102FV5,Челяб35001,Минфин Челябинской обл 35001,Минфин Челябинской Обл,corpbonds
RU000A102L61,Челяб35002,Минфин Челябинской обл 35002,Минфин Челябинской Обл,corpbonds
RU000A102L79,Челяб35003,Минфин Челябинской обл 35003,Минфин Челябинской Обл,corpbonds
RU000A102H34,СтаврКрай4,Ставропольский край 35004,Минфин СтавропольКрая,corpbonds
RU000A102MB3,Титан-3 01,ИА Титан-3 01,ИА Титан-3,corpbonds
RU000A102MC1,Титан-3 02,ИА Титан-3 02,ИА Титан-3,corpbonds
RU000A102ME7,Титан-3 03,ИА Титан-3 03,ИА Титан-3,corpbonds
RU000A1032P1,ВТБРКС01,ООО «СФО ВТБ РКС-1 »,СФО ВТБ РКС-1,"corpbonds,tbank"
RU000A103D37,ИА ТБ1А,ИА ТБ-1 кл.А,ИА ТБ-1,corpbonds
RU000A103D45,ИА ТБ1Б,ИА ТБ-1 кл.Б,ИА ТБ-1,corpbonds
RU000A105B03,sСОПФДОМ3,СОПФ ДОМ.РФ 3,СОПФ ДОМ.РФ,"corpbonds,tbank"
RU000A106P97,sСОПФДОМ6,СОПФ ДОМ.РФ 6,СОПФ ДОМ.РФ,"corpbonds,tbank"
RU000A1068T7,sСОПФДОМ5,СОПФ ДОМ.РФ 5,СОПФ ДОМ.РФ,"corpbonds,tbank"
RU000A105LY0,sСОПФДОМ4,СОПФ ДОМ.РФ 4,СОПФ ДОМ.РФ,corpbonds
RU000A10AFV3,sСОПФДОМ11,СОПФ ДОМ.РФ 11,СОПФ ДОМ.РФ,corpbonds
RU000A107TK8,sСОПФДОМ8,СОПФ ДОМ.РФ 8,СОПФ ДОМ.РФ,"corpbonds,tbank"
RU000A107TL6,sСОПФДОМ9,СОПФ ДОМ.РФ 9,СОПФ ДОМ.РФ,corpbonds
RU000A109N54,sСОПФДОМ10,СОПФ ДОМ.РФ 10,СОПФ ДОМ.РФ,corpbonds
RU000A10BPQ0,sСОПФДОМ13,СОПФ ДОМ.РФ 13,СОПФ ДОМ.РФ,"corpbonds,tbank"
RU000A103XD4,СФО МО 01,СФО МО 01,СФО МО,corpbonds
RU000A104YR0,МОСМСП2 03,СФО МОС МСП 2 об. 3,СФО МОС МСП 2,corpbonds
RU000A105FM7,О'КЕЙ Ф1Р1,О'КЕЙ Финанс 001P-01,О'КЕЙ Финанс,"corpbonds,tbank"
RU000A105G99,РКСЭталон1,СФО ВТБ РКС Эталон 01,СФО ВТБ РКС Эталон,"corpbonds,tbank"
RU000A1062J1,РКСЭталон2,СФО ВТБ РКС Эталон 02,СФО ВТБ РКС Эталон,"corpbonds,tbank"
RU000A106ZP6,РКСЭталон3,СФО ВТБ РКС Эталон 03,СФО ВТБ РКС Эталон,"corpbonds,tbank"
RU000A109NC4,РКСЭталон4,СФО ВТБ РКС Эталон 04,СФО ВТБ РКС Эталон,"corpbonds,tbank"
RU000A10BQK1,РКСЭталон5,СФО ВТБ РКС Эталон 05,СФО ВТБ РКС Эталон,"corpbonds,tbank"
RU000A106YE3,МгдОбл2023,Магаданская область ГО2023,Минфин Магаданск Обл,"corpbonds,tbank"
RU000A105NT6,МгдОбл2022,Магаданская область ГО2022,Минфин Магаданск Обл,"corpbonds,tbank"
RU000A105RW1,РЭО-01,"ППК РЭО, обл.01",РЭО,"corpbonds,tbank"
RU000A106169,РЭО-02,"ППК РЭО, обл.02",РЭО,"corpbonds,tbank"
RU000A105UC7,Титан-5 А,ИА Титан-5 А,ИА Титан-5,corpbonds
RU000A105UD5,Титан-5 Б,ИА Титан-5 Б,ИА Титан-5,corpbonds
RU000A105UE3,Титан-5 В,ИА Титан-5 В,ИА Титан-5,corpbonds
RU000A107D25,СФООптФин1,СФО Оптимум Финанс 01,СФО Оптимум Финанс,corpbonds
RU000A10ADT2,СФООптФин2,СФО Оптимум Финанс 02,СФО Оптимум Финанс,corpbonds
RU000A107DR7,МОСМСП6 02,СФО МОС МСП 6 02,СФО МОС МСП 6,corpbonds
RU000A1095N3,СФОРЛО-А,СФОРЛО-А,СФО РЛО,corpbonds
RU000A1097T6,СБ СекьюрА,СФО СБ Секьюритизация класс А,СБ Секьюритизация,"corpbonds,tbank"
USG76237AC37,Rolls-Royc,Rolls-Royce PLC 5.75 15/10/27,Rolls-Royce,"corpbonds,tbank"
XS0559915961,VEB FIN-25,VEB FINANCE LIMITED 6.8 22/11/,VEB Finance,corpbonds
XS1843437036,RZD-27 EUR,RZD Capital PLC 2.2 23/05/27,RZD Capital,corpbonds
XS2384174228,SUEK-26,SUEK Securities DAC 15/09/26,SUEK Securities,corpbonds
RU000A1098W8,ДОМ 1P-18R,ДОМ.РФ ПАО 001P-18R,ДОМ.РФ,corpbonds
RU000A107GB4,ДОМ 2P2,ДОМ.РФ ПАО 002P-02,ДОМ.РФ,corpbonds
RU000A107GC2,ДОМ 2P3,ДОМ.РФ ПАО 002P-03,ДОМ.РФ,corpbonds
RU000A108FC2,ДОМ 2P4,ДОМ.РФ ПАО 002P-04,ДОМ.РФ,"corpbonds,tbank"
RU000A109U97,ДОМ 2P5,ДОМ.РФ ПАО 002P-05,ДОМ.РФ,"corpbonds,tbank"
RU000A105MN1,ДОМ 2P1,ДОМ.РФ ПАО 002P-01,ДОМ.РФ,"corpbonds,tbank"
RU000A101590,ДОМ 1P-7R,ДОМ.РФ ПАО 001Р-07R,ДОМ.РФ,corpbonds
RU000A100ET6,ДОМ 1P-6R,ДОМ.РФ ПАО 001Р-06R,ДОМ.РФ,corpbonds
RU000A1004W6,ДОМ 1P-5R,ДОМ.РФ ПАО 001Р-05R,ДОМ.РФ,"corpbonds,tbank"
RU000A0ZYF20,ДОМ.РФ Б-6,ДОМ.РФ (ПАО) БО-06,ДОМ.РФ,corpbonds
RU000A0ZYF38,ДОМ.РФ Б-7,ДОМ.РФ (ПАО) БО-07,ДОМ.РФ,corpbonds
RU000A0ZYFM5,ДОМ.РФ Б-8,ДОМ.РФ (ПАО) БО-08,ДОМ.РФ,corpbonds
RU000A0ZYFN3,ДОМ.РФ Б10,ДОМ.РФ (ПАО) БО-10,ДОМ.РФ,corpbonds
RU000A0ZYLU6,ДОМ.РФ1P1R,ДОМ.РФ (ПАО) БО 001P-01R,ДОМ.РФ,corpbonds
RU000A0ZYQU5,ДОМ.РФ1P2R,ДОМ.РФ (ПАО) БО 001P-02R,ДОМ.РФ,corpbonds
RU000A0ZZ1N0,ДОМ 1P-3R,ДОМ.РФ ПАО 001Р-03R,ДОМ.РФ,corpbonds
RU000A0ZZ7C0,ДОМ 1P-4R,ДОМ.РФ ПАО 001Р-04R,ДОМ.РФ,"corpbonds,tbank"
RU000A0JX2R1,ДОМ.РФ Б-5,ДОМ.РФ (ПАО) БО-05,ДОМ.РФ,corpbonds
RU000A0JV4R9,ДОМ.РФ31об,ДОМ.РФ (ПАО) обл. сер. А31,ДОМ.РФ,corpbonds
RU000A0JQAM6,ДОМ.РФ15об,ДОМ.РФ (ПАО) обл. сер. А15,ДОМ.РФ,corpbonds
RU000A0JTZF1,ДОМ.РФ26об,ДОМ.РФ (ПАО) обл. сер.А26,ДОМ.РФ,corpbonds
RU000A0JTW83,ДОМ.РФ25об,ДОМ.РФ (ПАО) обл. сер.А25,ДОМ.РФ,corpbonds
RU000A0JUKX4,ДОМ.РФ30об,ДОМ.РФ (ПАО) обл. сер. А30,ДОМ.РФ,corpbonds
RU000A10CM22,ДОМ 2P6,ДОМ.РФ ПАО 002P-06,ДОМ.РФ,corpbonds
RU000A10CT58,ДОМ 2P7,ДОМ.РФ 002P-07,ДОМ.РФ,"corpbonds,tbank"
RU000A10CDZ5,РЖД 1Р-45R,РЖД БО 001P-45R,РЖД,"corpbonds,tbank"
RU000A10BTA6,РЖД 1Р-43R,РЖД БО 001P-43R,РЖД,"corpbonds,tbank"
RU000A10C8C0,РЖД 1Р-44R,РЖД БО 001P-44R,РЖД,"corpbonds,tbank"
RU000A0JUAH8,РЖД-30 обл,"""Российские ЖД"" ОАО 30 обл.",РЖД,"corpbonds,tbank"
RU000A0JTU85,РЖД-28 обл,"""Российские ЖД"" ОАО 28 обл.",РЖД,"corpbonds,tbank"
RU000A0JSGV0,РЖД-32 обл,"""Российские ЖД"" ОАО 32 обл.",РЖД,"corpbonds,tbank"
RU000A0JVW71,РЖД БО-02,"""Российские ЖД"" ОАО БО-02",РЖД,corpbonds
RU000A0JVY04,РЖД 36 обл,РЖД ОАО 36 обл.,РЖД,corpbonds
RU000A0JVB19,РЖД-33 обл,"""Российские ЖД"" ОАО 33 обл.",РЖД,corpbonds
RU000A0JVB27,РЖД-34 обл,"""Российские ЖД"" ОАО 34 обл.",РЖД,corpbonds
RU000A0JVKH5,РЖД-35 обл,"""Российские ЖД"" ОАО 35 обл.",РЖД,corpbonds
RU000A0JXJK7,РЖД БО-11,"""Российские ЖД"" ОАО БО-11",РЖД,corpbonds
RU000A0JX1S1,РЖД-41 обл,"""Российские ЖД"" ОАО 41 обл.",РЖД,"corpbonds,tbank"
RU000A0JXQ44,РЖД Б01P2R,"""Российские ЖД"" БО-001P-02R",РЖД,"corpbonds,tbank"
RU000A0JXR84,РЖД Б01P3R,"""Российские ЖД"" БО-001P-03R",РЖД,corpbonds
RU000A0JXN05,РЖД Б01P1R,"""Российские ЖД"" БО-001P-01R",РЖД,"corpbonds,tbank"
RU000A0JWC82,РЖД БО-07,"""Российские ЖД"" ОАО БО-07",РЖД,corpbonds
RU000A0JWD57,РЖД БО-05,"""Российские ЖД"" ОАО БО-05",РЖД,corpbonds
RU000A0JWLU4,РЖД-42 обл,"""Российские ЖД"" ОАО 42 обл.",РЖД,corpbonds
RU000A0JWHU2,РЖД БО-17,"""Российские ЖД"" ОАО БО-17",РЖД,corpbonds
RU000A0ZZ4P9,РЖД 1Р-06R,РЖД БО 001Р-06R,РЖД,"corpbonds,tbank"
RU000A0ZYU05,РЖД 1Р-05R,РЖД БО 001Р-05R,РЖД,"corpbonds,tbank"
RU000A0JXZB2,РЖД Б01P4R,"""Российские ЖД"" БО-001P-04R",РЖД,corpbonds
RU000A1007Z2,РЖД 1Р-13R,РЖД ОАО БО 001Р-13R,РЖД,"corpbonds,tbank"
RU000A1008D7,РЖД 1Р-14R,РЖД ОАО БО 001Р-14R,РЖД,"corpbonds,tbank"
RU000A100HY9,РЖД 1Р-16R,РЖД ОАО БО 001Р-16R,РЖД,"corpbonds,tbank"
RU000A1009L8,РЖД 1Р-15R,РЖД ОАО БО 001Р-15R,РЖД,corpbonds
RU000A0ZZRY2,РЖД 1Р-09R,РЖД ОАО БО 001Р-09R,РЖД,corpbonds
RU000A0ZZGT5,РЖД 1Р-08R,РЖД ОАО БО 001Р-08R,РЖД,"corpbonds,tbank"
RU000A0ZZ9R4,РЖД 1Р-07R,РЖД БО 001Р-07R,РЖД,corpbonds
RU000A1010M4,РЖД 1Р-17R,РЖД ОАО БО 001Р-17R,РЖД,"corpbonds,tbank"
RU000A101M04,РЖД 1Р-20R,РЖД ОАО БО 001Р-20R,РЖД,"corpbonds,tbank"
RU000A101LS1,РЖД 1Р-19R,РЖД ОАО БО 001Р-19R,РЖД,corpbonds
RU000A101H84,РЖД 1Р-18R,РЖД ОАО БО 001Р-18R,РЖД,corpbonds
RU000A102564,РЖД 1Б-03,РЖД 001Б-03,РЖД,corpbonds
RU000A101Y18,РЖД 1Б-02,РЖД 001Б-02,РЖД,corpbonds
RU000A101TT2,РЖД 1Б-01,РЖД 001Б-01,РЖД,corpbonds
RU000A102QP4,РЖД 1Р-21R,РЖД БО 001Р-21R,РЖД,"corpbonds,tbank"
RU000A102R40,РЖД 1Р-22R,РЖД БО 001Р-22R,РЖД,corpbonds
RU000A102S72,РЖД 1Б-08,РЖД 001Б-08,РЖД,corpbonds
RU000A102GA7,РЖД 1Б-07,РЖД 001Б-07,РЖД,corpbonds
RU000A102E37,РЖД 1Б-05,РЖД 001Б-05,РЖД,corpbonds
RU000A102FE1,РЖД 1Б-06,РЖД 001Б-06,РЖД,corpbonds
RU000A1028U9,РЖД 1Б-04,РЖД 001Б-04,РЖД,corpbonds
RU000A106ZL5,РЖД 1Р-28R,РЖД БО 001P-28R,РЖД,"corpbonds,tbank"
RU000A106VV3,РЖД 1Р-27R,РЖД БО 001Р-27R,РЖД,"corpbonds,tbank"
RU000A106K43,РЖД 1Р-26R,РЖД БО 001Р-26R,РЖД,"corpbonds,tbank"
RU000A104SX0,РЖД 1Р-24R,РЖД БО 001Р-24R,РЖД,"corpbonds,tbank"
RU000A104SY8,РЖД 1Р-25R,РЖД БО 001Р-25R,РЖД,"corpbonds,tbank"
RU000A103EN3,РЖД 1Р-23R,РЖД БО 001Р-23R,РЖД,corpbonds
RU000A10B115,РЖД 1Р-40R,РЖД БО 001P-40R,РЖД,"corpbonds,tbank"
RU000A10B0T2,РЖД 1Р-39R,РЖД БО 001P-39R,РЖД,corpbonds
